ServiceStationID,ServiceStationName,Address,Suburb,Postcode,Longitude,Latitude
1708,Caltex Muswellbrook (Sydney St),"12-16 Sydney Street, MUSWELLBROOK NSW 2333",MUSWELLBROOK,2333.0,150.8805601,-32.2720596
1709,Caltex Dawson River,"1 Manning River Drive, CUNDLETOWN NSW 2430",CUNDLETOWN,2430.0,152.5054981,-31.8930744
1710,Caltex Toormina,"2 Minorca Place, TOORMINA NSW 2452",TOORMINA,2452.0,153.0909487,-30.3526914
1711,Ampol Moorebank,"216 Newbridge Rd, MOOREBANK NSW 2170",MOOREBANK,2170.0,150.9562133,-33.928976
1712,Caltex Muswellbrook (Maitland Rd),"84-86 Maitland St, MUSWELLBROOK NSW 2333",MUSWELLBROOK,2333.0,150.8997107,-32.2801004
1713,Caltex Mudgee,"114-118 Church St, MUDGEE NSW 2850",MUDGEE,2850.0,149.5870801,-32.5995015
1714,Caltex Murwillumbah,"1-7 Buchanan St, SOUTH MURWILLUMBAH NSW 2484",SOUTH MURWILLUMBAH,2484.0,153.4095128,-28.328242
1715,Caltex Lake Munmorah,"1135 Pacific Highway, LAKE MUNMORAH NSW 2259",LAKE MUNMORAH,2259.0,151.552335,-33.186375
1716,Ampol Lismore,"136 Woodlark St, LISMORE NSW 2480",LISMORE,2480.0,153.2783332,-28.8071905
1717,Ampol Woolworths Carlingford,"797 Pennant Hills Road, CARLINGFORD NSW 2118",CARLINGFORD,2118.0,151.0516532,-33.7757819
1718,Caltex Berowra,"12-14 Berowra Waters Rd, BEROWRA NSW 2081",BEROWRA,2081.0,151.15054862924598,-33.62339465
1719,Ampol Woolworths Metro Alexandria,"133 Wyndham Street, ALEXANDRIA NSW 2015",ALEXANDRIA,2015.0,151.1980959,-33.8957396
1720,Caltex Yamba,"22 TREELANDS DR, YAMBA NSW 2464",YAMBA,2464.0,153.32792318311323,-29.4270236
1721,Ampol Woolworths Metro Randwick,"2 Alison Rd, RANDWICK NSW 2031",RANDWICK,2031.0,151.23257010641697,-33.90674985
1722,Caltex Dean Street,"672 Dean St, ALBURY NSW 2640",ALBURY,2640.0,146.9088848,-36.0798418
1723,Ampol Woolworths Metro Dee Why,"793-797 Pittwater Rd, DEE WHY NSW 2099",DEE WHY,2099.0,151.2914341,-33.7465867
1724,Caltex Coffs Harbour,"157 ORLANDO ST, COFFS HARBOUR NSW 2450",COFFS HARBOUR,2450.0,153.1380835,-30.3031859
1725,Ampol Woolworths Cherrybrook,"67 Shepherds Dr, CHERRYBROOK NSW 2126",CHERRYBROOK,2126.0,151.04517835951808,-33.720658099999994
1726,Caltex Macquarie Fields,"68 Harold St, MACQUARIE FIELDS NSW 2564",MACQUARIE FIELDS,2564.0,150.8874893,-33.998254
1728,Ampol Foodary Granville,"144 Parramatta Rd, GRANVILLE NSW 2142",GRANVILLE,2142.0,151.0107159,-33.830083
1729,Ampol Seven Hills,"38 Abbott Rd, SEVEN HILLS NSW 2147",SEVEN HILLS,2147.0,150.943623,-33.7679303
1730,Ampol Woolworths Rosebery,"321 Gardeners Rd, ROSEBERY NSW 2018",ROSEBERY,2018.0,151.1966144,-33.9214893
1731,Caltex Starmart Brookvale,"740-742 Pittwater Rd, BROOKVALE NSW 2100",BROOKVALE,2100.0,151.27437077436252,-33.76148035
1732,Caltex Albury North,"79 Union Road, NORTH ALBURY NSW 2640",NORTH ALBURY,2640.0,146.933405,-36.052583
1734,Coles Express Alexandria,"562-572 Botany Rd, Alexandria NSW 2015",Alexandria,2015.0,151.20014650145995,-33.9155724
1735,Caltex Lismore Airport,"237 Union St, SOUTH LISMORE NSW 2480",SOUTH LISMORE,2480.0,153.2661687,-28.8146202
1736,Ampol Coogee,"146-148 COOGEE BAY RD, COOGEE NSW 2034",COOGEE,2034.0,151.2532968,-33.9203208
1737,Barooga General Store,"37 Vermont Street, BAROOGA NSW 3644",BAROOGA,3644.0,145.6885798,-35.9131033
1739,Caltex Foodary Unanderra,"86-98 Princes Hwy, UNANDERRA NSW 2526",UNANDERRA,2526.0,150.8503177,-34.4487697
1740,BP Singleton,"53 George Street, Singleton NSW 2330",Singleton,2330.0,151.1748319,-32.5617825
1741,Coles Express Wollongong,"142-148 Corrimal St, Wollongong NSW 2500",Wollongong,2500.0,150.9006178,-34.4219773
1743,Coles Express Sutton Forest,"13124 Hume Highway, Sutton Forest NSW 2577",Sutton Forest,2577.0,150.2182218,-34.614398
1745,Coles Express Singleton,"69-73 George St, Singleton NSW 2330",Singleton,2330.0,151.1749381,-32.5616394
1747,BP Rossmore,"832 Bringelly Road, Rossmore NSW 2557",Rossmore,2557.0,150.7557074,-33.9430141
1748,7-Eleven Northmead,"137 Windsor Road, Northmead NSW 2152",Northmead,2152.0,150.9979855,-33.7917822
1751,Coles Express Northmead,"197 Windsor Road, Northmead NSW 2152",Northmead,2152.0,150.9979855,-33.7917822
1752,Coles Express Northmead,"100 Briens Road, Northmead NSW 2152",Northmead,2152.0,150.9868962,-33.7965538
1753,United Petroleum Yagoona South,"45 Rookwood Rd, YAGOONA NSW 2199",YAGOONA,2199.0,151.0373214,-33.8984189
1754,Shell Cowra,"2 Grenfell Rd, COWRA NSW 2794",COWRA,2794.0,148.660297,-33.835278
1755,Aberdare Petroleum,"81 Aberdare Rd, ABERDARE NSW 2325",ABERDARE,2325.0,151.3649657,-32.8411974
1756,Metro petroleum Griffith,"33 GRIFFIN AV, GRIFFITH NSW 2680",GRIFFITH,2680.0,146.0273467,-34.285684
1757,Budget Granville,"27 Woodville Rd, Granville NSW 2142",Granville,2142.0,151.0046541,-33.8283997
1759,Mobil Coolac,"518 Coolac Rd, Coolac NSW 2727",Coolac,2727.0,148.159375,-34.9541083
1760,Caltex Dunedoo,"20 Bolaro Street, Dunedoo NSW 2844",Dunedoo,2844.0,149.3949821,-32.0161026
1761,Ungarie Pines Motel ans Service Station,"76 Wollongough Street, UNGARIE NSW 2669",UNGARIE,2669.0,146.9800661,-33.6410749
1762,BP Edgecliff,"67 New South Head Rd, EDGECLIFF NSW 2027",EDGECLIFF,2027.0,151.2334008,-33.8771958
1763,Independent Port Macquarie,"141 Pacific Drive,, Port Macquarie NSW 2444",Port Macquarie,2444.0,152.9227678,-31.4676914
1764,Elong Rural,"13 DUBBO ST, ELONG ELONG NSW 2831",ELONG ELONG,2831.0,149.0375715,-32.1119512
1765,BP Taree,"102 Commerce Street, Taree NSW 2430",Taree,2430.0,152.45006850338987,-31.90717565
1766,Coles Express Kingsford,"48-56 Gardeners Road, Kingsford NSW 2032",Kingsford,2032.0,151.2274909,-33.9249586
1767,JONES PANELBEATING,"72 Bolaro St, DUNEDOO NSW 2844",DUNEDOO,2844.0,149.3949821,-32.0161026
1768,Enhance Oberon,"84 Oberon St, OBERON NSW 2787",OBERON,2787.0,149.8636913,-33.7050298
1769,SWIFT Independent Wagga Wagga,"175 Fitzmaurice St, Wagga Wagga NSW 2650",Wagga Wagga,2650.0,147.3697641,-35.1057917
1770,BP Kingsford,"368 Anzac Parade, Kingsford NSW 2032",Kingsford,2032.0,151.2277654,-33.9237232
1772,BP Normanhurst,"155 Pennant Hills Rd, Normanhurst NSW 2076",Normanhurst,2076.0,151.090037,-33.724634
1773,Transwest Fuels,"50e Fitzroy St, WALCHA NSW 2354",WALCHA,2354.0,151.5923021,-30.9850847
1774,BP Mittagong,"51-59 Main Street, Mittagong NSW 2575",Mittagong,2575.0,150.4459073,-34.4508999
1775,7-Eleven Fairfield,"320 Polding St, FAIRFIELD WEST NSW 2165",FAIRFIELD WEST,2165.0,150.9198953,-33.8593531
1777,Nicholson Petroleum,"11 Lower Rankin St, FORBES NSW 2871",FORBES,2871.0,148.011031,-33.3826338
1778,Shell Maroota,"1563 WISEMANS FERRY RD, MAROOTA NSW 2756",MAROOTA,2756.0,150.9942625,-33.4605712
1779,BP Bankstown Airport,"Henry Lawson Drive, Bankstown NSW 2200",Bankstown,2200.0,150.9792893,-33.9266784
1780,Caltex Wisemans Ferry,"5558 Old Northern Road, WISEMANS FERRY NSW 2775",WISEMANS FERRY,2775.0,150.9860427,-33.3849376
1782,Shell Xroads Cranebrook,"1-21 CRANEBROOK RD, CRANEBROOK NSW 2749",CRANEBROOK,2749.0,150.6964678,-33.7049899
1784,United Grafton,"105 Bent St, SOUTH GRAFTON NSW 2460",SOUTH GRAFTON,2460.0,152.9209968,-29.7313437
1786,BP Smithfield NSW,"846 THE HORSLEY DRIVE, SMITHFIELD NSW 2164",SMITHFIELD,2164.0,150.9256063,-33.8514202
1787,Caltex Chipping Norton,"30-40 Alfred Rd, Chipping Norton NSW 2170",Chipping Norton,2170.0,150.9662133,-33.9230397
1790,Caltex Denman,"8 Ogilvie St, DENMAN NSW 2328",DENMAN,2328.0,150.695735,-32.3907235
1791,Costco Lake Macquarie (Members only),"1 CRESSY RD, BOOLAROO NSW 2284",BOOLAROO,2284.0,151.6260692,-32.9454971
1792,Independent Wingham,"1325 Gloucester Rd, Wingham NSW 2429",Wingham,2429.0,152.3421225,-31.8724849
1793,Independent Roselands,"948-950 Canterbury Rd, Roselands NSW 2196",Roselands,2196.0,151.0781346832881,-33.9282723
1794,Westside Petroleum Junee,"1 Illabo Road, Junee NSW 2663",Junee,2663.0,147.5853072,-34.8591951
1795,BP Riverwood,"189-191 Belmore Rd, RIVERWOOD NSW 2210",RIVERWOOD,2210.0,151.0520662,-33.9523535
1797,Enhance Albion Park,"253 Princes Hwy, Albion Park Rail NSW 2527",Albion Park Rail,2527.0,150.7973191,-34.5626404
1798,7-Eleven Albion Park Rail,"138-142 Princes Highway, ALBION PARK RAIL NSW 2527",ALBION PARK RAIL,2527.0,150.7973191,-34.5626404
1800,7-Eleven Lake Illawarra,"2 - 4 Peterborough Avenue, Lake Illawarra NSW 2528",Lake Illawarra,2528.0,150.8657846,-34.5449475
1801,Caltex Milton,"331 Princes Hwy, Milton NSW 2538",Milton,2538.0,150.4349571,-35.3155044
1802,TASCO Corowa Cemetery Rd,"161 Cemetery Road, Corowa NSW 2646",Corowa,2646.0,146.3693369,-35.9897937
1805,BP Milton,"32-36 Princes Highway, MILTON NSW 2538",MILTON,2538.0,150.4349571,-35.3155044
1806,Campbell's Fuel BP,"309 Byron St, Inverell NSW 2360",Inverell,2360.0,151.116547,-29.7702161
1807,Westside Petroleum Campbelltown,"104 Lindesay Street, CAMPBELLTOWN NSW 2560",CAMPBELLTOWN,2560.0,150.8258481,-34.0655287
1809,CALTEX DUNEDOO,"20 BOLARO ST, DUNEDOO NSW 2844",DUNEDOO,2844.0,149.3949821,-32.0161026
1810,Shell Wandandian,"2720 PRINCES HWY, WANDANDIAN NSW 2540",WANDANDIAN,2540.0,150.5014434,-35.1001405
1811,Access Fuels Yamba,"30 YAMBA ST, YAMBA NSW 2464",YAMBA,2464.0,153.3651804,-29.4416449
1812,Metro Fuel Croydon,"221-229 Elizabeth St, Croydon NSW 2132",Croydon,2132.0,151.1187958,-33.8834567
1813,TASCO Broken Hill Patton St,"84 Patton Street, Broken Hill NSW 2880",Broken Hill,2880.0,141.4592284,-31.9813196
1814,Metro Fuel Greystanes,"73 Ettalong Rd, Greystanes NSW 2145",Greystanes,2145.0,150.95138525632427,-33.81820785
1815,Caltex Berrigan,"160-162 Jerilderie Street, BERRIGAN NSW 2712",BERRIGAN,2712.0,145.8165884,-35.6655661
1816,Independent SCONE,"236 Kelly St, SCONE NSW 2337",SCONE,2337.0,150.8690688,-32.0550682
1817,Harrington Service Station,"85 Beach St, HARRINGTON NSW 2427",HARRINGTON,2427.0,152.6728062,-31.8789033
1819,Bp woonona,"426 Princes Highway, WOONONA NSW 2517",WOONONA,2517.0,150.9039775,-34.3484007
1820,Caltex Londonderry,"521 Carrington Road, LONDONDERRY NSW 2753",LONDONDERRY,2753.0,150.7487548,-33.6467645
1821,BP Eastern Creek T/S,"101 Wallgrove Rd, EASTERN CREEK NSW 2766",EASTERN CREEK,2766.0,150.8507428,-33.811943
1823,BP FOX HILLS,"152 Toongabbie Rd, GIRRAWEEN NSW 2145",GIRRAWEEN,2145.0,150.9380317,-33.7990595
1824,Xpress fuels,"134 Brighton Ave, CAMPSIE NSW 2194",CAMPSIE,2194.0,151.1071238,-33.9034829
1825,BP Werrington service station,"569 Great Western Highway, Werrington NSW 2747",Werrington,2747.0,150.7615498,-33.7690771
1826,Eden service station,"52 MITCHELL ST, EDEN NSW 2551",EDEN,2551.0,149.8968804,-37.0657769
1827,BP Grenfell Road,"11 Grenfell Road, Cowra NSW 2794",Cowra,2794.0,148.6820131,-33.8346345
1828,BP Talbingo,"Lot 1 Miles Franklin Drive, Talbingo NSW 2720",Talbingo,2720.0,148.313915,-35.5716906
1829,Jigaroo Holdings,"21 Main St, CLUNES NSW 2480",CLUNES,2480.0,153.4066326,-28.7288976
1830,Bewong Roadhouse,"2399 Princes Highway, BEWONG NSW 2540",BEWONG,2540.0,150.5374629,-35.0852058
1831,BP Summer Hill,"3 Carlton Cres, Summer Hill NSW 2130",Summer Hill,2130.0,151.14308717941253,-33.89249295
1834,BP Austinmer,"42 Lawrence Hargrave, Austinmer NSW 2515",Austinmer,2515.0,150.93874001045157,-34.3003961
1835,BP Minchinbury,"1055 Great Western Highway, Minchinbury NSW 2770",Minchinbury,2770.0,150.8182777,-33.7802998
1837,United petroleum,"6-8 MINJUNGBAL DR, TWEED HEADS SOUTH NSW 2486",TWEED HEADS SOUTH,2486.0,153.5437844,-28.1994388
1838,Speedway Woodpark,"32-36 Woodpark Rd, WOODPARK NSW 2164",WOODPARK,2164.0,150.963337832898,-33.8410623
1839,Speedway Westmead,"67-69 Hawkesbury Rd, Westmead NSW 2145",Westmead,2145.0,150.98559948375052,-33.81332705
1840,Metro Revesby West,"10 MILPERRA RD, REVESBY NSW 2212",REVESBY,2212.0,151.0119066,-33.9364188
1841,Gas to connect,"54c Fairfield Road, GUILDFORD WEST NSW 2161",GUILDFORD WEST,2161.0,150.962132,-33.8469224
1843,Metro Fuel Young,"186 Nasmyth St, Young NSW 2594",Young,2594.0,148.3075993,-34.3129431
1844,Coles Express Tweed Heads South,"71 Minjungbal Dr, Tweed Heads South NSW 2486",Tweed Heads South,2486.0,153.54201705551947,-28.19461115
1845,Independent Cargo,"1 Forbes Street, Cargo NSW 2800",Cargo,2800.0,148.8068482,-33.4230104
1846,BP Shalvey,"481 Luxford Road, Shalvey NSW 2770",Shalvey,2770.0,150.8052898,-33.7298199
1847,Metro Bonnyrigg,"709 Cabramatta Road, Bonnyrigg NSW 2177",Bonnyrigg,2177.0,150.8972835,-33.894029
1848,Metro Mt Pritchard,"472 CABRAMATTA RD, MOUNT PRITCHARD NSW 2170",MOUNT PRITCHARD,2170.0,150.91237732979835,-33.8971581
1849,Liberty Bourke,"96-104 ANSON ST, BOURKE NSW 2840",BOURKE,2840.0,145.9201379,-30.0920974
1850,BP Rose Bay,"599 Old South Head Rd, Rose Bay NSW 2029",Rose Bay,2029.0,151.27736702323114,-33.8692422
1851,Metro Canley Heights,"190 CANLEY VALE RD, CANLEY HEIGHTS NSW 2166",CANLEY HEIGHTS,2166.0,150.9284322,-33.8845442
1852,Metro Fuel Homebush,"134 John Street, Lidcombe NSW 2141",Lidcombe,2141.0,151.0467445,-33.8546647
1853,Caltex Holbrook,"130 ALBURY ST, HOLBROOK NSW 2644",HOLBROOK,2644.0,147.3126056,-35.725544
1854,Coles Express Picton,"93-99 Argyle Street, Picton NSW 2571",Picton,2571.0,150.6101091,-34.1712507
1855,Metro Belmore,"607 Canterbury Road, Belmore NSW 2192",Belmore,2192.0,151.0938801,-33.922695
1856,Budget Petrol,"143 Concord Rd, North Strathfield NSW 2137",North Strathfield,2137.0,151.0929127,-33.8594247
1857,Budget Petrol,"365 Liverpool Rd, South Strathfield NSW 2135",South Strathfield,2135.0,151.073535,-33.8873297
1858,Hanlon Enterprises Fuel,"77 PRINCE ST, JUNEE NSW 2663",JUNEE,2663.0,147.5807629,-34.8570532
1859,Metro Fuel Condell Park,"149 Eldridge Road, Condell Park NSW 2200",Condell Park,2200.0,151.012748,-33.9310239
1861,Deep Water road house,"83 Tenterfield St, DEEPWATER NSW 2371",DEEPWATER,2371.0,151.8457694,-29.4443673
1862,LOWES NORTH STAR OPT,"3 EDWARD ST, NORTH STAR NSW 2408",NORTH STAR,2408.0,150.3916244,-28.9303273
1864,Caltex Villawood,"276 Miller Road, Villawood NSW 2144",Villawood,2144.0,150.9943974,-33.876018
1865,Coles Express Boggabilla,"33351 Newell Highway, Boggabilla NSW 2409",Boggabilla,2409.0,150.2168606,-28.8550945
1866,BP Seven Hills,"Abbott Road, Seven Hills NSW 2147",Seven Hills,2147.0,150.9438011,-33.7680065
1867,BP Marulan Southbound T/S,"Hume Highway, Marulan South NSW 2579",Marulan South,2579.0,150.0172109,-34.7020359
1868,BP North Manly,"504 Pittwater road, North Manly NSW 2100",North Manly,2100.0,151.281033,-33.7840297
1869,BP Willoughby,"157 Penshurst street, Willoughby NSW 2068",Willoughby,2068.0,151.1978185,-33.8054159
1870,Speedway Revesby,"106 Milperra Rd, Revesby NSW 2212",Revesby,2212.0,151.0119066,-33.9364188
1871,Metro Milperra,"144 Beaconsfield Street, MILPERRA NSW 2214",MILPERRA,2214.0,150.99793215574897,-33.9421464
1872,Budget Petrol Eastlakes,"102 Maloney St, Eastlakes NSW 2018",Eastlakes,2018.0,151.2049139,-33.9329427
1873,Speedway Cabramatta,"267 John St, CABRAMATTA WEST NSW 2166",CABRAMATTA WEST,2166.0,150.9223594,-33.8931496
1874,Speedway Smithfield,"26-28 Smithfield Road, SMITHFIELD NSW 2164",SMITHFIELD,2164.0,150.9280697,-33.8604135
1875,Speedway Horsley Drive,"769 The Horsley Dr, SMITHFIELD NSW 2164",SMITHFIELD,2164.0,150.9188836,-33.8503196
1876,Speedway South Granville,"171 Clyde St, SOUTH GRANVILLE NSW 2142",SOUTH GRANVILLE,2142.0,151.0143839,-33.8387802
1877,MOBIL YASS,"44 Comur Street, YASS NSW 2582",YASS,2582.0,148.9103017000628,-34.8404518
1878,BP Carlingford,"712 Pennant Hills Road, Carlingford NSW 2118",Carlingford,2118.0,151.0473233,-33.7636689
1879,Coles Express Pennant Hills,"386 Pennant Hills Rd, Pennant Hills NSW 2120",Pennant Hills,2120.0,151.06797,-33.739286
1880,Coles Express Pennant Hills,"369-371 Pennant Hills Rd, Pennant Hills NSW 2120",Pennant Hills,2120.0,151.0711283,-33.7391826
1882,BP Balranald Roadhouse,"Sturt Hwy, BALRANALD NSW 2715",BALRANALD,2715.0,143.5482798,-34.631196
1883,BP Boggabri,"11 Grantham Street, Boggabri NSW 2382",Boggabri,2382.0,150.0428386,-30.710746
1884,Independent Coramba,"33 Gale Street, Coramba NSW 2450",Coramba,2450.0,153.0115346,-30.2196454
1885,Westside Petroleum Lidcombe,"32 Joseph St, LIDCOMBE NSW 2141",LIDCOMBE,2141.0,151.0432666,-33.8648971
1887,Ultra Manly,"209 Pittwater Road, Manly NSW 2095",Manly,2095.0,151.2840354612888,-33.78746955
1888,Metro Fuel Greenacre,"331 Waterloo Road, Greenacre NSW 2190",Greenacre,2190.0,151.0595792,-33.8931075
1889,Mobil Muswellbrook,"49-51 Maitland St, MUSWELLBROOK NSW 2333",MUSWELLBROOK,2333.0,150.8900986,-32.2721171
1890,Metro Petroleum Addison Rd Marrickville,"93-99 ADDISON RD, MARRICKVILLE NSW 2204",MARRICKVILLE,2204.0,151.1653389,-33.9029772
1891,Independent Ingleburn,"58 Stennett, Ingleburn NSW 2565",Ingleburn,2565.0,150.8567323,-33.999593
1893,BP Putney,"236 Morrison Road, Putney NSW 2112",Putney,2112.0,151.1084646,-33.8239433
1894,Metrol Petroleum Liverpool CBD,"86 Castlereagh Street, LIVERPOOL NSW 2170",LIVERPOOL,2170.0,150.9196804,-33.9243156
1895,Enhance Freshwater,"46 ALBERT ST, FRESHWATER NSW 2096",FRESHWATER,2096.0,151.2869393,-33.7774644
1896,Emmdale Roadhouse,"15891 Barrier Highway, COBAR NSW 2835",COBAR,2835.0,145.8206561,-31.497528
1897,7-Eleven Seven Hills,"151 Prospect Hwy, SEVEN HILLS NSW 2147",SEVEN HILLS,2147.0,150.9335227,-33.7762885
1898,7-Eleven North Rocks,"340 North Rocks Road, North Rocks NSW 2151",North Rocks,2151.0,151.0305952,-33.7689514
1899,7-Eleven West Pennant Hills,"552 Pennant Hills Road, West Pennant Hills NSW 2125",West Pennant Hills,2125.0,151.0506220971336,-33.746804350000005
1900,Independent Albury,"997 Mate Street, Albury NSW 2640",Albury,2640.0,146.9333036,-36.0536132
1901,BP Balranald (Self Service),"94 Sturt Highway, BALRANALD NSW 2715",BALRANALD,2715.0,143.5482798,-34.631196
1902,Shell Liverpool,"104-106 Elizabeth Drive,, Liverpool NSW 2170",Liverpool,2170.0,150.9228369,-33.9200182
1903,Independent Riverstone,"129 Piccadilly St, Riverstone NSW 2765",Riverstone,2765.0,150.8695394,-33.6805248
1904,Budget Telopea,"57 Adderton Road, Telopea NSW 2117",Telopea,2117.0,151.0412913,-33.7933949
1905,Speedway Liverpool,"406 Macquarie Street, LIVERPOOL NSW 2170",LIVERPOOL,2170.0,150.9187329,-33.9281282
1906,BP North Rocks,"369 North Rocks Rd, North Rocks NSW 2151",North Rocks,2151.0,151.0244564,-33.7742232
1907,Independent Broken Hill,"90 Patton Street, Broken Hill NSW 2880",Broken Hill,2880.0,141.4592284,-31.9813196
1909,Costco Marsden Park (Members only),"10 Langford Drive, MARSDEN PARK NSW 2765",MARSDEN PARK,2765.0,150.84029731185885,-33.723055849999994
1911,Caltex Gwynneville,"162 Gipps Rd, Gwynneville NSW 2500",Gwynneville,2500.0,150.8849503,-34.416208
1912,Collarenebri,"36-40 Wilson St, COLLARENEBRI NSW 2833",COLLARENEBRI,2833.0,148.5751672,-29.5418604
1913,Metro Willoughby,"599 Willoughby Rd, WILLOUGHBY NSW 2068",WILLOUGHBY,2068.0,151.1994661,-33.8088976
1914,Budget Petrol Bundeena,"27 Thompson St, Bundeena NSW 2230",Bundeena,2230.0,151.1458978,-34.0831713
1915,Speedway North St Marys,"91 Glossop St, North St Marys NSW 2760",North St Marys,2760.0,150.7784624,-33.7568543
1916,Calvi Petrol Station,"320 Lane Cove Road, North Ryde NSW 2113",North Ryde,2113.0,151.1201602,-33.7923334
1917,BP Lansvale,"115-119 Hume Hwy, Lansvale NSW 2166",Lansvale,2166.0,150.9442304,-33.9022439
1918,Coonamble,"5 Hooper Dr, COONAMBLE NSW 2829",COONAMBLE,2829.0,148.3755327,-30.943992
1919,Shell Chinderah,"2-12 Chinderah Bay Drive, Chinderah NSW 2478",Chinderah,2478.0,153.5447234,-28.2421059
1920,BP Mudgee,"77 Church Street, Mudgee NSW 2850",Mudgee,2850.0,149.5882493688,-32.59549685
1921,Independent Bradbury,"310 St Johns Road, Bradbury NSW 2560",Bradbury,2560.0,150.8218361,-34.0860391
1922,Independent Darlington Point,"22 Carrington Street, Darlington Point NSW 2706",Darlington Point,2706.0,145.9994864,-34.5680498
1923,BP Sans Souci,"518 Rocky Point Road, Sans Souci NSW 2219",Sans Souci,2219.0,151.1283876,-34.0056402
1924,Westside Petroleum Granville,"2-4 Blaxcell St, GRANVILLE NSW 2142",GRANVILLE,2142.0,151.0102739,-33.8427872
1925,Speedway Kings Langley,"18 Solander Road, Kings Langley NSW 2147",Kings Langley,2147.0,150.9481302,-33.7597124
1926,Metro Fuel Fairfield,"62 Railway Parade, Fairfield NSW 2165",Fairfield,2165.0,150.9523211,-33.8769066
1927,Independent Molong,"2 Gidley St, Molong NSW 2866",Molong,2866.0,148.86958621409403,-33.09022285
1928,Speedway Bass Hill,"972 Hume Highway, Bass Hill NSW 2197",Bass Hill,2197.0,150.9863734,-33.8933711
1929,Metro Sefton,"101 Hector St, SEFTON NSW 2162",SEFTON,2162.0,151.0081436,-33.8761762
1930,TEMCO Petroleum,"190 WATERLOO RD, GREENACRE NSW 2190",GREENACRE,2190.0,151.0561501,-33.9140826
1931,Rural Supplies Coolamon,"82 Cowabbie St, COOLAMON NSW 2701",COOLAMON,2701.0,147.1987978,-34.8112507
1932,BP Belfield,"53 Punchbowl Rd, Belfield NSW 2191",Belfield,2191.0,151.0779828,-33.9068216
1933,Metro Petroleum Chester Hill,"172 Hector St, CHESTER HILL NSW 2162",CHESTER HILL,2162.0,151.0075038,-33.8794433
1934,Wakool Agri Services Pty Ltd,"6066 WAKOOL RD, WAKOOL NSW 2710",WAKOOL,2710.0,144.3935683,-35.4738748
1936,United Taree Depot,"85 Muldoon St, TAREE NSW 2430",TAREE,2430.0,152.4462382,-31.897325
1937,Caltex Dungog,"102 Hooke St, Dungog NSW 2420",Dungog,2420.0,151.7487937,-32.3982212
1938,BP Maraylya,"415 Boundary Road, Maraylya NSW 2765",Maraylya,2765.0,150.9179835,-33.591173
1939,BP Leppington,"1389 Camden Valley Way, LEPPINGTON NSW 2179",LEPPINGTON,2179.0,150.8144428,-33.9688424
1940,BP CAMDEN,"12 ARGYLE ST, CAMDEN NSW 2570",CAMDEN,2570.0,150.6995102427445,-34.053636299999994
1941,BP Fairfield,"183 The Horsley Drive, FAIRFIELD EAST NSW 2165",FAIRFIELD EAST,2165.0,150.9649392,-33.873777
1942,Budget Chester Hill,"41 Boundary Road, Chester Hill NSW 2162",Chester Hill,2162.0,151.0044318,-33.8738043
1943,Independent Camden,"8 Argyle St, CAMDEN NSW 2570",CAMDEN,2570.0,150.7005172,-34.0534857
1946,Vignes Independent Petroleum,"28 Sawtell Rd, TOORMINA NSW 2452",TOORMINA,2452.0,153.0902599,-30.3512948
1947,Metro Petroleum,"37 Shellharbour Rd, LAKE ILLAWARRA NSW 2528",LAKE ILLAWARRA,2528.0,150.8655815,-34.5385756
1948,BP Lake Munmorah,"335 Pacific Highway, Lake Munmorah NSW 2259",Lake Munmorah,2259.0,151.5676214,-33.1904171
1949,Lowes Coleambally,"Calrose Avenue, Coleambally NSW 2707",Coleambally,2707.0,145.894264,-34.7957943
1950,Prime Earlwood,"33 Wardell Road, EARLWOOD NSW 2206",EARLWOOD,2206.0,151.1295259,-33.9245195
1951,Metro Fuel Regents Park,"360 Park Road, Regents Park NSW 2143",Regents Park,2143.0,151.0245117,-33.8797663
1953,Budget Dulwich Hill,"299-303 Wardell Rd, Dulwich Hill NSW 2203",Dulwich Hill,2203.0,151.1392789,-33.9125474
1954,Apex Petroleum Airds,"60 Riverside, Airds NSW 2560",Airds,2560.0,150.8296747,-34.0883821
1955,Lowes Cooma,"2 Sharp Street, Cooma NSW 2630",Cooma,2630.0,149.1141219,-36.2387048
1956,Lowes Hillston,"165 Cowper Street, Hillston NSW 2675",Hillston,2675.0,145.5405933,-33.482447
1957,Independent Kogarah,"81 Barton St, Kogarah NSW 2217",Kogarah,2217.0,151.1409059,-33.9722788
1958,BP Lugarno,"1046 Forest Road, Lugarno NSW 2210",Lugarno,2210.0,151.0469117612729,-33.977453100000005
1961,South Petrol,"48 Illawarra St, PORT KEMBLA NSW 2505",PORT KEMBLA,2505.0,150.8951152,-34.4884147
1962,Mobil Singleton,"1 Bridgman Road, DUNOLLY NSW 2330",DUNOLLY,2330.0,151.1685839,-32.5534287
1963,BP Greta,"122 High St, GRETA NSW 2334",GRETA,2334.0,151.3915789,-32.6807616
1964,Caltex Greta,"2021 New England Hwy, Greta NSW 2334",Greta,2334.0,151.3739042,-32.6652455
1965,Enhance Port Kembla,"2-4 Church Street, Port Kembla NSW 2505",Port Kembla,2505.0,150.9039099,-34.4849082
1966,Metro Auburn,"74-78 Auburn Road, Auburn NSW 2144",Auburn,2144.0,151.0331647,-33.8502893
1967,Independent Howlong,"150 Hawkins Street, Howlong NSW 2643",Howlong,2643.0,146.6227378,-35.9791545
